tweet_id,tweet_text
599, trump is your brexit
600, you dont have to be crazy to believe brexit is a good idea but it helps
601,most of the overs throughout britain in marginalised english coastal and former industrial communities characterised by declining life expectancy low wages and low skills who voted leave will not understand a word ofs article  therein lies our problem
602,brexit uk reneging on northern ireland pledges risks trade deals with us and eu 
603,how things are going i believe rastamouse is going to be deported soon brexit 
604,thinking about applying for a master at the university of sussex but all the requirements are so complicated to understand since im from france and idk wtf is going on bc of fucking brexit well
605, what kind of business woman are you teresa or is your business experience as limited as your intellect brexit is business  macroeconomic idiocy wto adds extra selfinflicted damage on top and if you want corruption look at johnsons suppression of the russia report
606, i am very surprise at you but obviously your just enough woke celeb the bbc is biased against brexit and whites but we shall win so look for another job
607, was labours aim not to try and negotiate a less harsh brexit deal which may have resulted in an eea or remaining part of sm surely less damaging than current govt approach
608, seems like its only ok if you like the result if not then protest and cause political and commercial unrest bit like the uk brexit vote i think the older you are  the more likely it seems democratic votes are accepted liked or not
609,good positive thoughts  mustread for those of us who love britain and the eu
610,labour playing a game of if my auntie had bollocks shed be my uncle
611, because of first past the post we had no chance of winning with pvremain  an antibrexit party would win  fewer seats than a leave party at a general election dr hanretty  labour splits erupt as keir starmer defies jeremy corbyn to insist brexit can be stopped nov  
612,brexit boost why uk will be best country in the world for science after leaving eu  
613, all of these issues aside from the new immigration plan have nothing to do with brexit anyway carry on blaming brexit for everything it surely wont dilute your argument when you have a valid point 
614, i dont associate with brexit utd fans lol
615,and so it beginsdespite reassurances brexit brings ambiguity to uks data protection priorities  govtech via
616,in this video i cover the connections between brexit and s platform to localize the united states federal government  finallyfreeamerica kokeshforpresident endthefed libertarian   
617,a few wines in and chatting brexit with the barman in dubrovnik hes met loads of brits but not one who voted to leave and loads of americans but only a couple who voted trump conclusion these people dont have passports
618, racist term by the left  middle aged white people who voted for brexit
619,what a bad dream that would have been
620, as for the welsh assembly they are a pack of liars they were elected on the platform of respecting any brexit result and once they took their seats they held a couple of internal votes which resulted in them standing against what they pledged to get elected cont
621, new eu budget starts moment uk finally leaves eu at pm nye  eu commission  parliament are arguing over how big it should be  one thing is certaineu budget will total more than  trillion  thanks to brexit uk will not be one of the minority of countries paying for it
622,helpful contribution to current political debate from lord adonis aka architect of academies tuition fees and hs
623,since the beginning of the giletsjaunes movement controversies over policebrutality  have followed one another   brut  how the management of law enforcement has evolved in france in just a year and a half wilderfury tysonfury brexit berniewon namastetrump
624,this time we really do mean it we really will scuttle the ship if thats what it takes to be sovereign and just to prove it were going to talk up sinking the lifeboats too
625, its been rumoured that he deliberately rubs his hand over his hair before public appearances to give himself that jolly chappy look someone needs to tell him it doesnt especially while holding a polish made francodutch product  bluepassport brexitreality brexit
626, not as long as you have monarchychivalry soon you will not believe in your sight brexit it is only the beginning
627, brexit means brexit
628,this is also why i want someone to ask him about brexit to tank him on that national referendum nonsense stares in corbyn
629,hmm klm is asking for an extra id document for the online check in when you click on it only option is visa to visit the netherlands even though i am only passing by more brexit bs to deal with apparently a passport is not enough any longer 
630, you realise this makes you look like a liar or an   incompetent blaming this brexit crap on eu wont wash
631, and foolish brexit voting pensioners  the cost of their care could well be exposed
632,im a  year old pentecostal man universityeducated putney  news    brexit priority single market access   dissatisfied with uk democracy   support eu integration   right  i voted remain in  and con in 
633,this is who the brits admire definitely explains the toxic masculinity in uk explains the misogyny explains the xenophobia explains brexit
634,get back in your box and stay there
635, polls in ni show no desire for brexit which is why sinn fein never pledge an inout referendum   as for scotland support for the snp is behind what it was in  regardless of the  leave vote
636,i need a brexit explainer for someone with an old friend when the water closet has free reading material
637,the brexit bus continues its unsteady journey towards borders in our own country it would be laughable were it not so sad
638, portugal where i spent my childhood is lamenting brexit deeply  would be an obvious bilateral ally for ireland it is uks oldest ally since  but p like ire is also a maritime atlanticist nation im sure the ire embassy in lisbon are already on to the case
639, you guys dug yourself a hole that is so deep there is nothing for it but own the mess you created the eu has always been clear brexiters cant agree on anything enjoy your brexit and the hole you guys are in
640, post brexit prices 
641, i live in oxford one of the biggest remain votes outside of london i now know what its like to be thought of as an ill informed ignorant pleb racist who didnt understand what they were voting for the subject of brexit was best avoided
642,finally got around to the kent sparkling wine aka brexit champagne that raved about   ill allow it 
643,the new british passports will be made in poland and the jokes are writing themselves 
644,if uk government now tries to walk away from commitments made in the draft agreement what sense does it make to have any common trade deal at all  they will ignore it anyway thats not how you make business in the long term  brexit 
645,enoughisenough fyi cats dont like fascism either 
646, rb like brexit de bruyne so id do a swap deal with him and ms for upa
647, why wouldnt i be because i voted for brexit
648,fabulous dystopian blog post from
649, you do have to wonder about peoples thought processes although after brexit perhaps not
650, get brexit done
651,everywhere bravo
652,this supermarket is normally nearly empty people are panic buying on the news that lombardias schools and museums will be closed because of corona virus it doesnt take much the backlash against johnson when his brexit makes it happens will be fierce
653, sherri peach ranting lady on bbcqt
654, do you want total brexit democracy is the enemy of the people  
655,wtoaway we go
656,uk citizens are losing our european citizenship because of brexit is the campaign for an eu associate membership scheme that would give us the option to continue as eu members as individuals 
657, that will be a hard brexit then
658, another  car jobs go due to brexit 
659, hi just a reminder that brexit has not happened yet it is due to occur on the th march 
660, brexit is just like a religion   regardless how much evidence is placed in front of you how many lies misinformation and corruption are exposed or what harm is done   you stubbornly continue to follow the brexit myths problem is youre dragging the rest of us down with you
661, because brexit is built on lies the truth becomes an antibrexit agenda for brextremists brexit is more important than truth its deliberately founded on appeals to abstract concepts like sovereignty precisely to insulate it and its radicalised followers from objective truth
662, ten seats in yorkshire went from labour to get brexit done us remainers were convinced we had more support than we did and labour centrists wasted too much energy trying to make labour even more remain
663,compulsory reading for any wannabe author and also quite funny to the rest of us
664, macron and merkel are finished the authoritarian eu is now failing european companies are setting up shop and investing heavily in the uk the eu themselves have admitted that brexit britain will become an offshore economic threat
665,no they dont they belong to greece we went there we stole them  they have kindly let us keep them until now just to be good sports about the whole thing theyve given us more leeway than we ever deserved   god i knew something like this was gonna happen when  brexit hit
666,just found a good part of brexit
667, hi just a reminder that brexit has not happened yet it is due to occur on the th march 
668,utter bollox as a war criminal his brand became toxic
669, because racist idiotic twats voted to get brexit done without even vaguely understanding the consequences
670, its been getting stronger because of trumps economic policies that also triggers these people as well as brexit
671,guy here singlehandedly slowly but surely converting me into a brexiteer
672, hi just a reminder that brexit has not happened yet it is due to occur on the th march 
673, socialist policies and the realisation that boris johnson will have trashed every potential positive about brexit
674, brexit is real
675,uk fisheries ready for french disruption as angry paris prepare blockades 
676, hi just a reminder that brexit has not happened yet it is due to occur on the th march 
677, hi just a reminder that brexit has not happened yet it is due to occur on the th march 
678,brexit uk reneging on northern ireland pledges risks trade deals with us and eu 
679, we have to pay the bbc to tell those of us who support brexit boris or president trump or who dont like open borders  unlimited immigration that we are dumb or evil  are obviously in the wrong 
680, brexitbashing civil servants deliberately attempted to sabotage uks eu exit
681, brexit voting pensioners will soon find out what brexit really means for their care  and it is not good
682, he didnt lose the election the fucking labour tories lost that election as well as the idiotic electorate that only ever think of themselves and the impending disaster that is brexit the tories continue to kill the sick and disabled but the majority of the electorate dont care
683, getting big money out of us politics is just as important to some americans as brexit was to us bernie only one trying to fix this
684, we havent  had brexit yet your industry has had subsides the fishing industry hasnt what about all the fisherman that have lost their businesses over the years lost their families coastal communities that have the heart ripped out of them why cant they have it back
685,uk unveils iconic blue post  brexit passports made by frenchdutch gelmato in poland  the uk firm that made the burgundy passports which didnt get the contract had to shed up to  uk jobs  bluepassport   
686,my guess is that there will be a deal done as part of the cta to stop this kind of nonsense but its no big deal to get a passport renewal now my last one took around four days
687, sureopinion is maybe not the right word prob criteria the m in povertym on zero hour contracts  homelessbusinesses and people facing brexit uncertaintypeople waiting record times for nhs for them life has prob been betterbut after  yearsstill blame labour
688,i swear to god the uk hates everybody
689,concern after pm orders team to get around brexit irish border issue 
690,ids exposes brussels infighting chaos as eu crumbles before brexit trade talks even begin  conservatives
691, pure fantasy perhaps one day youll realise and accept that brexit was the shiny  illdefined allthingstoallvoters that enabled an  seat majority for the tories to push whatever they want through parliament and the lords with zero accountability nobody can stop this now 
692, will take over  years to get brexit done yep really efficient pay cut 
693, sounds like you just described brexit not this story of someone replacing their passport early so that it has a red cover
694,i am guessing anyone who ever complained of immigrants taking their jobs will be very keen to take one of these roles  medway fruit growers ac goatham  son appeal for seasonal workers amid brexit uncertainty 
695,remainer eu nationalist posts image confirming my point that support for probrexit partys in wales is on the rise whilst support for labour has fallen 
696,  brexit 
697, so racism is okay because of brexit still strawman whataboutism
698, did i miss the investigation into brexit party ltd claims that some of their ge candidates were offered peerages if they stepped down
699,brexit uk shameful reneging on northern ireland pledges risks trade deals with us and eu 
700, why because he misspelt bureaucrat   strange way to engage with someone  though i suspect that under the slightest challenge you abuse or block i dont mind you getting upset over brexit its the real vulnerable victims of the brexittory con that are worth worrying about
701,unfortunately most of the best deals are with the big boys  were going to have to accept that we eont be able to foist stuff on them that doesnt meet their standards if we accept substandard goods in more fool us
702,brexit uk reneging on northern ireland pledges risks trade deals with us and eu  politics  the guardian 
703,once you dig under the service of brexit and all the obvious disadvantages that it brings you will find more and more bullshit that will affect everyone right down to things like enjoying live music
704,brexit boost why uk will be best country in the world for science after leaving eu 
705,government  parliament let touring musicians travel support musicians working in the eu postbrexit workingintheeu    via
706, why arent you talking about brexit which will effect  of the british public rather than a group which consists of  of it   priorities
707, i dont think working more hours in the answer when were in work on take consultants and juniors are already at full capacity the pressures that take away from teaching need to change with enough staffing for the volume of work brexit does not look good for us
708, prove its because of brexit please
709,theres still time andy tony would be a bangin pm for the s vibrant modern down with the peeps  whos for tonypm 
710,does the uk have the upper hand on brussels now the eu are divided 
711,the beginning of the end andrew dont forget to write
712, they were measurably antibrexit the left has its knickers in a knot because the bbc is scrupulously unbiased when it comes to political party coverage they dont like the exposure  nigel got as a result
713, it has delineated competences but some things are complicated not simple the eu wont collapse it didnt during the collapse of the soviet union financial crisis greek crisis refugee crisis  brexit has actually made it less likely it may have to rethink the euro though
714, i have a long memory like the bbc doesnt exist lest we forget so what happened mroleary hot air from a hypocrite
715, nope trump being president and brexit happening is though
716, because the narrative was a brexit election and the media were propaganda machines you really cant take much away from  because it was such a blip 
717,manchester city hire aday lawyer who helped block brexit twice in uefa battle   
718,thankyou for your answer and if true that indeed would be a huge mistake just for the record i am a brexiteer and became a vegetarian almost a year ago now
719, hahahahahhahahahahahha dont sit there and lie my windrush people are being deported and brexit happened ol dyam dutty lyaaad we dont live peacefully here and you know it wow i just cant
720, this is the same tory government that promised an orderly and speedy brexit 
721,brexit uk reneging on northern ireland pledges risks trade deals with us and eu 
722, i dont care if he supports her he was not a great judge of character she did brief against him just as kier did repeatedly  that whole brexit thing was planned she knew the depth of feeling about it yet carried on regardless
723, yes understood but there seems to have been a lot more migrantvoices especially eunationals  windrush in msm  social media since brexit
724, hand in hand with the worst labour mp in my living memory and there has been some shyte in the past   not all about brexit either the bae shipyard is the largest employer in the town
725,i remember when evading checks around the coast was something her majestys government employed officers to prevent
726, i have many farmer friends who are excited about brexit a fellow colleague mep i am  sure he can give you answers i am sorry your business is not doing so well but why put my industry down why slate me
727, lemme get this right hes living in the most multi cultural part of the country times have changed  allowing equal opportunities for all  what happened he should still be happy with his brexit vote
728, and he could have had it  if he hadnt supported brexit
729, brexit the only version needed of brexit was  and is the uk ceases to be a member of the european union full stop  isnt that sufficient for a bloke who ostensibly tries to relay thoughts and ideas as concisely as possible
730,me watching towns that voted tory suffering floods with zero help or even a visit from boris and job losses due to brexit 
731,its a symbol of discarded rights and freedoms that have always mattered and made a difference celebrating a document thats less influential and relevant in the world is the act of a monumental moron
732,dt sam gyimah mp rt ben judah worth pointing out a lot of top eu security honchos as unhappy with galileo as sam gyimah mp  
733, you preferred to undermine labour  join in with negative  tory lynton crosby election campaigning that villifies the opposition leader result is brexit  hard right johnson tory gov  labour mp in name only
734,you need to get a copy from eu archives is it anymore than confirmation we are leaving on  january  the detail  agreements have yet to be agreed or not if that makes more sense hence he can say we wont follow level playing field we wont yield fishing rights etc
735, havent seen figures but india may move to th with the brexit coming into force mind you we have slowed down as a economy and still we have a vast parallel economy that doesnt add to figures
736, well i honestly think it reflects what were currently going through  i do believe that   wanted to talk about brexit and trump and such in the series in a star trek way  its definitely not the i remember but even the future theres conflict
737,we need to get militant with this government the ge was a vote to get brexit done thats it it was not to privatise the nhs defund the bbc or import sht food
738, suspect exactly that ni an impediment to brexit demographics already marginalising nationalists sf winning in the south easy to throw ni under the bus with a long transition period where subsidies continue on tapered basis to support irls acquisition of the north
739, give me a break this isnt britain you had brexit on the ballot different dynamics
740,just read this seems so apt brexit 
741,brexit uk reneging on northern ireland pledges risks trade deals with us and eu  and there you have it bj already trying to get around agreements already reached uk reputation will go down the drain what a fiasco 
742,czech airport after flight from london brexit  
743,brexit boost why uk will be best country in the world for science after leaving eu  uk  news   
744, i think my point was that despite brexit we are not very  good at running our own affairs in the uk that remains my view
745,this shouldnt be about who has the upper hand and his team should negotiate in good spirit let it be a win win for both sides
746,my subtle brexit poem is now on youtube bring on the trolls 
747, if remainers are right then brexit will win them back
748,brexit news fisheries ready for french disruption as angry paris prepare blockades  uk  news   
749,definetly we can just walk away on wto rules and hey presto they will have a further deficit of  billion
750,charles i thought you were an irish citizen
751,a lot more people need to be talking about this brexit gem because this is what youll leave your children to deal with
752, precisely that wales voted against at least the johnson brexshit could well have been brexit altogether unlike the alledged awful union of the eu scotland wales and ni appear unable to leave the union of uk but on with brexshit we are all losers now
753, brexit is shit
754, i blame brexit
755, i dont mind brexit fc so long as theyre on brunos level sadly how many british players are indeed on his level probably non   longstaff and rice would have been an embarrassment whilst bruno as i knew he would be is absolutely world class 
756, having irish border poll during brexit would be divisive destabilising and foolish  naomi long leader of alliance party   
757, the bbc is not what it used to be they do not report unbiased news i resent paying my tv licence for their relentless left wing antibritish propaganda and their antibrexit reporting was a disgrace the government should have done this a long time ago
758,were living in unprecedented times re the dissemination of info nobody knows our systems are under attack effects of micro targeted cyber ops on social media etc are unpredictable russia camb analytica etc britain uk re brexit ted cruz elect camp dutarte trump
759,fascinating point the answer would be for the centre right cducsu to outbid the afd much as the uk tories outbid the ukipbrexit parties thats the problem democracy is maintained as it should be but nasty things have to happen the price has to be paid
760,nigel farage fury brexiteer was forced out of edinburgh by furious scottish nationalists 
761, because it impacts us trump winning emboldened the right here and continues to influence johnson bernie or trump as president next year will have massive implications for how britain moves forward after brexit
762, england has already embarrassed itself massively with brexit and has shown to the whole world its incompetent racist lazy lying pm and government nothing else could be done that would create more embarrassment than that
763, tory post brexit marketing brought to you by dr liam fox 
764,i just posted brexits stealthy rationality by yanis varoufakis  project syndicate on reddit  
765,brexit poll does the uk have the upper hand on brussels now the eu are divided vote 
766, a company in nl or it losing business because of brexit isnt compensation for a business in the uk losing business
767,blairism finished in march  with his approval of illegal bushblair war on iraq  assassination of saddam hussein  un said both illegal acts
768,survivors from the mkultra program come together to sue the federal government  nocoincidences qanon wrwy darktolight draintheswamp greatawakening trump trumpjr brexit frexit walkaway freedomofspeech
769, what proof your just talking crap tories in  thought corbyn was a labour liability but they called it wrong and nearly lost an election to a party which up to then was in a decade long spiral down the brexit policy change lost us the election imo
770,brexit emmanuel macron not sure trade deal possible by end of yeargo wto is fine by me 
771,there will he food shortages because of brexit oh wait
772,pledgetoresist  uk politics has gone beyond brexit beyond division beyond a joke   things are being said and done which used to be unthinkable  what are they thinking now  this is not about progressives vs rightists this is about all of us  thats why i pledgetoresist
773, get done brexit
774, thank god for this  all those years using that god awful red passport at last we getting our independence back  this was brexit all about for me   we just need royal yacht back in service and i be happy lol
775, completely different story  not fair to oversimplify no   brexit was still the issue of the day and corbyn had no coherent stance  no  corbyn is far more extreme than bernie bernie is campaigning to bring the us social welfare system on par with the uk
776,in my view james sunderland 
777,eu referendum brexit daily news is out  euref stories via us deal
778, brexit got done
779,brexit boost why uk will be best country in the world for science after leaving eu  uk   
780, gmos are banned from parliament food outlets in the us millions have petitioned to have gmos labelled government refuse consent for sainsbury laboratory to release a genetically modified organism reference r and this  
781,sturgeon produces more fluff than our tumble drier   who listens to what she says any longer  wornoutrecord tedious
782, i thought wound up the brexit party ltd
783,tories cant control channel  so theyll just sell it to some mates who can   control the narrative control the electorate   fascism  will also help somewhat to pay for the disaster that is brexit   savechannel  savethebbc  
784,best the standsto if this is true    
785, if there hadnt been so many lies misinformation  illegal acts by vote leave of course remain would have won  if right wing media hadnt dishonestly grouped all immigration together  blamed it all on eu of course remain would have won  brexit was not fairly won its a con
786,thank goodness we dont have to suffer this megalomaniac now  
787,i can say first hand living in another country that everyone outside the uk is laughing at us
788, you have it backwards it is not the responsibility of the eu to ensure there is a deal that is good for the uk the tories won the election on the basis that the deal was done any deviation from that is the uks fault
789, second it shows that as late as  most leading brexit campaigners accepted that there were infinite varieties of brexit  they included a norwaylike relationship article from november   
790, swinson has a lot to answer for but jc had it in his power not to agree to the ge and was strongly advised against it by starmer  thornberry  especially given the stop a no deal brexit line that was former policy  the fiddling of the conference vote was unforgivable
791,here we go again 
792,dt angus b macneil mp rt angus b macneil mp brown rants with call for uk nations to work as an alliance  yet when scotland ignored on brexit he is silent when 
793, totally agree with all the points made in this thread bizarre that anyone would think this is a bad thing worthy of ridicule utterly desperate foster has completely lost the plot total brexit derangement
794,have you heard getting brexit right with mark blyth by trending globally politics  policy on soundcloud np 
795, like your spiritual nationalist brethren on the maddest bit of the brexit shore you are not a democrat  you honestly believe that only snp mibbe grudgingly green voters want a decent future you are destroying our polity
796, would be great to see a modified version of a  canada style agreement with alignment in mutually agreed areas as a starting point for the brexit negotiations  to keep the eu vision alive by finetuning its concept such that the world can move into the ai revolution 
797,fishing fisheries is of no economic relevance  let it evaporate  equals under  of gdp  relevant for under hours in a year  get your priorities right brexit   
798, old people dont matterremember the company whole brexit vote bbc dont recognize the older generation
799,i wonder if remoaners are hoping the coronavirus to spread ukwide  at least theyll get use of their unneededbrexit stockpiles
800,how do you protect your country from the prime minster  basically dont believe the hate  citizens need to stand together on this  globally  as powerhungry politicians want to divide   they need us to hate one another  heartsets citizenpower unity vs hate
801, option  you seem alright and brexit doesnt define a person 
802,the argument about a border between  is utter nonsense maybe the unionist should have paid more attention to that small detail in the brexit debate they didnt worry about borders then 
803, nandy gets more unelectable as the days go by  she ignores her brexit voters and blames their ignorance for wanting to end fom shes a committed republican and brought up in a marxist environment just what voters want but just look at the alternative 
804, wonder why hes here if the uk is so bad after brexit why has he not gone home
805,no one will grieve for dominic grieve    dominicgrieve brexit 
806, i think the more they make of these eyecatching offers the less they have to deal with the painful real life issues see also tories and brexit bridge across the irish sea scrap the bbc
807, sorry wont wash we brought this on ourselves with your crazy brexit they are understandably protecting the interests of  countries why wouldnt they
808, would be great to see a modified version of a  canada style agreement with alignment in mutually agreed areas as a starting point for the brexit negotiations  to keep the eu vision alive by finetuning its concept such that the world can move into the ai revolution 
809,napoli also getting everyone on board early turned out to be a bit pointless  gatwick atc have slapped us with a  minute delay due to the weather over lisola della brexit
810,now that is the same dream that hitler had
811,thescotsman  the environmentsecretary has refused to rule out chlorinatedchicken and hormonetreatedbeef being imported from the us in a postbrexit tradedeal  trump has got to boris  it was inevitable  lets hope the brexiters eat the stuff before the rest of us
812, nothing all al to do with brexit of course by the way brendan i see the sun recording massive losses what is it with you and publications you write for losing money  might be time to get a new employer
813,just wait until hes old enough to discover porno  brexit
814,silly person brexit  climate change denial double foolishness
815,boris got brexit done    we left the eu    days  hours  minutes and  seconds ago  brexit brexitclock clock eu euref leave
816,uk unveils iconic blue postbrexit passports made by a frenchdutch company in poland  
817, yes i saw that during brexit but not saying no to it theres reasoning to it and doesnt expressly put themselves against one
818, conflating tory policy with brexit most leavers i know voted to leave to give whatever party is in power greater powers to manage britain and how exactly would continued eu membership improve austerity economically speaking it is right wing
819, what youre underestimating is the fact that boris johnson was portrayed as antiestablishment  and unfortunately that stuck due to the anger that existed over brexit as well as the resistance to johnson that some of the old guard exhibited more to it than your argument
820, given that brexit will probably cause food shortages and an increase in price you havent done your homework are you accusing eu nationals of being abusive people
821, is this why you didnt do more to stop the british criminals and allowing them to use a fraudulently won referendum to leave the eu you and the eu should be protecting us from the fascists ruining the uk
822,mad mike hughes voted brexit
823, what will be better after brexit no slogans please
824, all surveys show they would reject brexit if asked today all those who advocated for it left as soon as it was voted because they knew it was a shitty situation
825, indeed they love trump the love brexit and they hate the european union another quote by gauland we have the right to be proud of the achievements of the german soldiers in two world wars
826, i dont see brexit as an issue for labour now its an issue for the tories if the economy is hit they will be hit  was about what we would do to make brexit work then  more years of tory incompetence changed so our policy had to change to reflect that
827,government  parliament let touring musicians travel support musicians working in the eu postbrexit workingintheeu  sign the petition  via
828,brexiter david davis doing his jokey best to undermine boris as he has undermined every tory pm since  attacks the huawei decision  cummings ignores the fact that without cummings brexit wouldnt have happened or that postbrexit trade needs g 
829,   worth a read get your blood boiling
830,uk citizens are losing our european citizenship because of brexit is the campaign for an eu associate membership scheme that would give us the option to continue as eu members as individuals 
831, as much as i like  does  need to scale back on buying french carsholidaysscentsclothingfood drinkuntil macron stops his ridiculous games agrees to a normal freetrade deal if theyre going to wave immigrants on towards dover obstruct tradenegotiationsbrexit 
832, just wait until brexit kicks in then see what happens
833,my latest the travel daily books travel and coffee thanks to travel brexit
834, i take you back to the original point the business concerned failed as it couldnt cope with changing market conditions it proved economically sensible to transfer the limited business to the base in the eu states that could cope the antibrexit argument was a failure
835, adam  eve there you go filled in that gender chart for you  and yes i did vote for brexit and johnson 
836,brexit boost why uk will be best country in the world for science after leaving eu  uk  news  newpaper 
837,in the  ge the tories formulated a plan and stuck to it it was simple  demonise corbyn  make false promises  have a slogan get brexit done  the unionists in holyrood are using these tactics now constant attacks on the fm health minister etc a litany of lies
838, brexit means brexit
839,lol the country cant even make its own passports uk unveils iconic blue postbrexit passports made by a frenchdutch company in poland 
840,coronavirus update italy cases surge from three on friday morning to more than  by sunday by  italy brexit politics europe  eurusd
841, the people all over the eu have had enough and the persons like leo are gone and its patriotism what ever your european country is little englander  your either a foreigner or a liberal remainer brexit and the eu budget will start the end of the eu praise the lord
842, ohhhh im scared settle down stu you brexit nonce
843,the lords costs us about m a year in expenses alone people in glass houses 
844,if macron doesnt behave we will send over  tank and take over your country silly   brexit
845,the party of fiscal responsibility 
846, it was always going to happen  ireland will be the biggest loser over brexit  their destiny is now with the uk
847,if my grandmother had wheels she would have been a bike
848, still again with the whataboutism   
849,i see a passport and i want to paint it black
850,a lot of good stuff in this nyorker piece can farming make space for nature how brexit is giving the uk a farm subsidy reset that could make room for nature needs to be done here too  via
851,i think shes an actress got the same poor wig they put on disaster actors in us
852, half of the in wimbledon was irish  all seem to get on in london  whats their problem  is it brexit 
853, im so sorry sandra i can only  say that i sometimes wish i wasnt british now i certainly  cling to the sense of being a european still despite brexit  i live in london surrounded by new britons   boy arent we a better and more interesting country because of them
854,indians need to get thick skins wrt internal strifeprotests there r plenty in every nation including usa trump is coming for his own reelection bloodbaths in spaincatalonia freedom ukhuge brexit unrest on d streets parisviolent protests everydaynew tax laws australia
855, no crashing out from the eu with no plan or policy supported by voters isnt democracy its using an advisory vote as a justification extremism  why did campaigners lie about brexit if people would have supported what it really meant
856,post the inevitable no deal there will by mid  be virtually no british farmers left so any ban will effectively mean no food at all
857,ids exposes brussels infighting chaos as eu crumbles before brexit trade talks even begin 
858, how is that bullying   explain how brexit has benefited you so far and how you think it will benefit you its key backers have already made millions from it have you  the real bullies are boris johnson  others behind brexit promoting scapegoating migrants racism  hatred
859,dont care who made it you cunt its ours
860,on things like brexit  labour i find chris wishy washy but on other things like assange  palestine strong  almost revolutionary in his zeal lets hope this venture falls into the nd category  isnt labour cultists seeking to overturn a govt they couldnt at the ballot box
861, another good reason for brexit distance ourselves from that nonsense
862, had its chance and blew it in last few years with their bias over brexit and in the last general election like a terminally ill muchloved pet the time has come to put old auntie out of its misery axe the tax new column do you agree  
863,brexit can end cyprus standoff between north and south prime minister says 
864, aye the oil please do google philip hammond on that  scotlands oil will see us through the tough period of brexit   you know what go and live down south if its so fucking great scotland willnae miss ye and please get yersel an eductaion  read some of prebbles books
865,have a word with your paymasters and tell them their wokeness inability to report the news fairly obsession with race and brexit bias is why the bbcs days are numbered  scrapthelicencefee defundthebbc
866,the triumph of self importance over self awareness 
867,oh yes the good old days when the war criminal was in charge scottish independence cant come quick enough
868, they then went on to vote for brexit
869,ids exposes brussels infighting chaos as eu crumbles before brexit trade talks even begin 
870,government  parliament let touring musicians travel support musicians working in the eu postbrexit workingintheeu  sign the petition  via
871, why is uk govt picking this fight with eu  duh it still wants a no deal brexit
872,brexit and its impact on tech jobs and companies  
873,basically brexit
874, we had a general election not long after the vote was between brexit and eu and eu won then thatcher set up single market and demanded free movement for poles
875, i didnt vote for brexit you tit
876,whats he gonna do send his hired mercenary goons over best of luck with that little froggy
877,brexit uk reneging on northern ireland pledges risks trade deals with us and eu 
878, however you can poll people on how they voted to be highly representative and accurate to within a very small margin there is no doubt that the probrexit vote was strongly biased towards the old and also to the least well educated these are simply the demographics
879,indeed the consequences of uk reneging on its legal obligations under the agreed withdrawalagreement wa will be severe in respect of any tradedeals not only with the eu but with the us the us will not look kindly at all to the goodfridayagreement not being protected
880,yep d brexit and corona did something good  gw had to slow down d
881,fuming 
882, good for boris its not just a case of c criticising boris johnson they actively went out of their way to stop brexit  if anyone watches gogglebox they will understand every programme was biased in favour of remain  taking the pee out of our pm karma
883, piss off theyve taken the micky out of us for too long with their woke anti brexit stance
884,how did the uk manage to ruin photocards ffs  brexit continuing to inflict cruel and unusual punishment  
885,that is not a done fact if mr brown had called an early election just after he became pm there is a great possibility he would have been elected as pm
886, i cant remember if you have seen s blog in the subject  
887, beth is a russian bot   just one of the weapons putin put to work on implementing his strategic foreign policy  its no secret you can read it for yourself here  
888,good to see members of the eu benefitting in some way from this exercise
889,brexit uk reneging on northern ireland pledges risks trade deals with us and eu  
890, you understand brexit
891, the uk has accepted that brexit is happening  the issue now is the type of brexit  if a deal cant be done by  dec  then johnson says he will leave on wto terms  there will then be short term trading pain and an unknown future  thats what i mean by crashing out
892, take a good look at this gammon people shes pissed of because she hates free thinking strong women like ash  but has nothing to say about the national front gammon screaming about the foreigners brexit sherripeach bbcqt
893, quite frankly both sides need to sit down for no more than two weeks if it looks as though well never get there then thats the time to walk away and prepare for a no deal brexit weve wasted nearly four years since we voted to leave and we shouldnt waste a moment more
894, you can blame the extreme left for all the ills in our society need to continue the surge upon them post brexit more work left to be done
895,bbc news  brexit emmanuel macron not sure of ukeu trade deal by end of year 
896,suggest you get your deriere in gear or otherwise kiss  billion away your choice
897, you have already sent new british passports in the european purple colour just after brexitare you replacing those ones with the new blue ones 
898,when will the architects and supporters of brexit going to realise that we will never forgive them their petty nationalism and far right xenophobia has made all our lives poorer   we certainly wont be fooled by a bluepassport that we could have had as eu members all along
899, luckily he hasnt got brexit to overshadow his message
900,  childrens centre closures and service cutbacks  healthcare provision and lack of facilities to take people away from ae afterhours  empty high streets  that is to name a few brexit will only worsen the decay and hardship hs adds next to nothing  answers welcome
901, brexit is happening 
902,says it all really
903, absolutely paul generalisations are always unfair  im from madrid and i know people like you i was just speaking about part of the british immigration its really sad to see what has happening with the brexit
904, what are you talking about ground breaking fresh faced bands like  the who wanted brexit
905,  can you dm me about this please european parliament uk lunch time event on th march at liver building  brexit and mental health how are you coping 
906, brexit night newsnight decked out in eu flag colours kumars horrible histories again makes us people and our ancestors out to be absolute cunts we are not have your bbcpay for it enjoy it i wont defend myself you can enjoy what you like on your dime
907,old bob would be proud exforces brexit
908,johnsons brexit flunkey sums up all thats wrong with his masters trade fantasies 
909, who are the people being attacked thrown out of the country spat on and insulted who are committing the offences brexit has created a toxic bullying atmosphere
